Model,scenario,obj_value,number_of_EVs,Demand,AvailabeType_4,InstalledType_4,AvailabeType_8,InstalledType_8,AvailabeType_19,InstalledType_19,Time
FCFS,2114,18300.0,60,1020.0,3,2,6,5,5,4,33.54303956031799
FCFS,2115,16800.0,60,1245.0,4,2,7,4,6,4,264.940970659256
FCFS,2116,16300.0,60,1077.0,4,0,7,5,6,4,122.85743641853333
FCFS,2117,17300.0,60,1108.0,4,1,7,5,6,4,81.7433533668518
FCFS,2118,21500.0,60,1213.0,4,3,7,5,6,5,37.87918448448181
FCFS,2119,18300.0,60,1020.0,3,2,6,5,5,4,33.40250277519226
FCFS,2120,16800.0,60,1245.0,4,2,7,4,6,4,264.4655258655548
FCFS,2121,16300.0,60,1077.0,4,0,7,5,6,4,122.42833232879639
FCFS,2122,17300.0,60,1108.0,4,1,7,5,6,4,81.70542883872986
FCFS,2123,21500.0,60,1213.0,4,3,7,5,6,5,37.76951289176941
FCFS,2124,18300.0,60,1020.0,3,2,6,5,5,4,33.510666370391846
FCFS,2125,16800.0,60,1245.0,4,2,7,4,6,4,264.1328740119934
FCFS,2126,16300.0,60,1077.0,4,0,7,5,6,4,122.75719881057739
FCFS,2127,17300.0,60,1108.0,4,1,7,5,6,4,81.68637466430664
FCFS,2128,21500.0,60,1213.0,4,3,7,5,6,5,38.01917481422424
FCFS,2129,18300.0,60,1020.0,3,2,6,5,5,4,33.41332793235779
FCFS,2130,16800.0,60,1245.0,4,2,7,4,6,4,264.57687616348267
FCFS,2131,16300.0,60,1077.0,4,0,7,5,6,4,124.43043375015259
FCFS,2132,17300.0,60,1108.0,4,1,7,5,6,4,83.58121585845947
FCFS,2133,21500.0,60,1213.0,4,3,7,5,6,5,39.73310589790344
FCFS,2134,18300.0,60,1020.0,3,2,6,5,5,4,33.3625910282135
FCFS,2135,16800.0,60,1245.0,4,2,7,4,6,4,264.45584750175476
FCFS,2136,16300.0,60,1077.0,4,0,7,5,6,4,122.60740876197815
FCFS,2137,17300.0,60,1108.0,4,1,7,5,6,4,81.796546459198
FCFS,2138,21500.0,60,1213.0,4,3,7,5,6,5,37.84946155548096
FCFS,2139,18300.0,60,1020.0,3,2,6,5,5,4,33.528106689453125
FCFS,2140,16800.0,60,1245.0,4,2,7,4,6,4,266.0345673561096
FCFS,2141,16300.0,60,1077.0,4,0,7,5,6,4,124.43677949905396
FCFS,2142,17300.0,60,1108.0,4,1,7,5,6,4,83.94443893432617
FCFS,2143,21500.0,60,1213.0,4,3,7,5,6,5,39.69982051849365
FCFS,2144,18300.0,60,1020.0,3,2,6,5,5,4,33.42724394798279
FCFS,2145,16800.0,60,1245.0,4,2,7,4,6,4,264.47940611839294
FCFS,2146,16300.0,60,1077.0,4,0,7,5,6,4,122.69525599479675
FCFS,2147,17300.0,60,1108.0,4,1,7,5,6,4,81.65924620628357
FCFS,2148,21500.0,60,1213.0,4,3,7,5,6,5,38.22301959991455
FCFS,2149,18300.0,60,1020.0,3,2,6,5,5,4,33.66593670845032
FCFS,2150,16800.0,60,1245.0,4,2,7,4,6,4,266.12624740600586
FCFS,2151,16300.0,60,1077.0,4,0,7,5,6,4,124.36829710006714
FCFS,2152,17300.0,60,1108.0,4,1,7,5,6,4,83.55202436447144
FCFS,2153,21500.0,60,1213.0,4,3,7,5,6,5,39.6525444984436
FCFS,2154,18300.0,60,1020.0,3,2,6,5,5,4,33.72572088241577
FCFS,2155,16800.0,60,1245.0,4,2,7,4,6,4,264.4485468864441
FCFS,2156,16300.0,60,1077.0,4,0,7,5,6,4,122.87647795677185
FCFS,2157,17300.0,60,1108.0,4,1,7,5,6,4,81.73063945770264
FCFS,2158,21500.0,60,1213.0,4,3,7,5,6,5,38.463030099868774
FCFS,2159,18300.0,60,1020.0,3,2,6,5,5,4,33.509669065475464
FCFS,2160,16800.0,60,1245.0,4,2,7,4,6,4,264.5444254875183
FCFS,2161,16300.0,60,1077.0,4,0,7,5,6,4,122.68892431259155
FCFS,2162,17300.0,60,1108.0,4,1,7,5,6,4,81.72679471969604
FCFS,2163,21500.0,60,1213.0,4,3,7,5,6,5,38.172688484191895
FCFS,2164,18300.0,60,1020.0,3,2,6,5,5,4,33.44667148590088
FCFS,2165,16800.0,60,1245.0,4,2,7,4,6,4,264.4132237434387
FCFS,2166,16300.0,60,1077.0,4,0,7,5,6,4,122.36944389343262
FCFS,2167,17300.0,60,1108.0,4,1,7,5,6,4,81.95099449157715
FCFS,2168,21500.0,60,1213.0,4,3,7,5,6,5,37.94341540336609
FCFS,2169,18300.0,60,1020.0,3,2,6,5,5,4,33.48294448852539
FCFS,2170,16800.0,60,1245.0,4,2,7,4,6,4,266.0733516216278
FCFS,2171,16300.0,60,1077.0,4,0,7,5,6,4,124.53188228607178
FCFS,2172,17300.0,60,1108.0,4,1,7,5,6,4,83.40398740768433
FCFS,2173,21500.0,60,1213.0,4,3,7,5,6,5,39.563557863235474
FCFS,2174,18300.0,60,1020.0,3,2,6,5,5,4,33.430134296417236
FCFS,2175,16800.0,60,1245.0,4,2,7,4,6,4,264.66256165504456
FCFS,2176,16300.0,60,1077.0,4,0,7,5,6,4,122.41493272781372
FCFS,2177,17300.0,60,1108.0,4,1,7,5,6,4,81.77536249160767
FCFS,2178,21500.0,60,1213.0,4,3,7,5,6,5,37.85881757736206
FCFS,2179,18300.0,60,1020.0,3,2,6,5,5,4,33.44014048576355
FCFS,2180,16800.0,60,1245.0,4,2,7,4,6,4,264.4653251171112
FCFS,2181,16300.0,60,1077.0,4,0,7,5,6,4,122.46227383613586
FCFS,2182,17300.0,60,1108.0,4,1,7,5,6,4,81.97244071960449
FCFS,2183,21500.0,60,1213.0,4,3,7,5,6,5,37.83121466636658
FCFS,2184,18300.0,60,1020.0,3,2,6,5,5,4,33.41038227081299
FCFS,2185,16800.0,60,1245.0,4,2,7,4,6,4,264.62374782562256
FCFS,2186,16300.0,60,1077.0,4,0,7,5,6,4,122.81779313087463
FCFS,2187,17300.0,60,1108.0,4,1,7,5,6,4,81.59416317939758
FCFS,2188,21500.0,60,1213.0,4,3,7,5,6,5,38.002458810806274
FCFS,2189,18300.0,60,1020.0,3,2,6,5,5,4,33.50688147544861
FCFS,2190,16800.0,60,1245.0,4,2,7,4,6,4,266.2172818183899
FCFS,2191,16300.0,60,1077.0,4,0,7,5,6,4,124.19410347938538
FCFS,2192,17300.0,60,1108.0,4,1,7,5,6,4,83.63656830787659
FCFS,2193,21500.0,60,1213.0,4,3,7,5,6,5,39.536412477493286
FCFS,2194,18300.0,60,1020.0,3,2,6,5,5,4,33.52712321281433
FCFS,2195,16800.0,60,1245.0,4,2,7,4,6,4,264.4803113937378
FCFS,2196,16300.0,60,1077.0,4,0,7,5,6,4,122.27132248878479
FCFS,2197,17300.0,60,1108.0,4,1,7,5,6,4,81.77838969230652
FCFS,2198,21500.0,60,1213.0,4,3,7,5,6,5,38.14314866065979
FCFS,2199,18300.0,60,1020.0,3,2,6,5,5,4,33.40845322608948
FCFS,2200,16800.0,60,1245.0,4,2,7,4,6,4,264.4970850944519
FCFS,2201,17800.0,65,1142.0,4,3,7,4,6,4,226.57207870483398
FCFS,2202,17100.0,65,1078.0,4,3,7,5,6,3,346.8678295612335
FCFS,2203,17300.0,65,1170.0,4,1,7,5,6,4,353.29625248908997
FCFS,2204,25000.0,65,1318.0,4,2,8,8,6,5,47.64325022697449
FCFS,2205,19800.0,65,1204.0,4,2,7,6,6,4,86.97063541412354
FCFS,2206,20800.0,65,1211.0,4,3,7,6,6,4,88.73715043067932
FCFS,2207,18600.0,65,1037.0,3,3,6,6,5,3,147.2420892715454
FCFS,2208,17600.0,65,1235.0,4,2,7,6,6,3,252.10897827148438
FCFS,2209,20800.0,65,1225.0,4,3,7,6,6,4,115.57842755317688
FCFS,2210,18900.0,65,1089.0,4,4,7,7,6,2,271.739289522171
FCFS,2211,19300.0,65,1292.0,4,3,8,5,6,4,366.7175500392914
FCFS,2212,22500.0,65,1127.0,4,4,7,5,6,5,59.45300793647766
FCFS,2213,23000.0,65,1202.0,4,3,7,6,6,5,104.46388983726501
FCFS,2214,22500.0,65,1133.0,4,4,7,5,6,5,42.56986594200134
FCFS,2215,17800.0,65,1207.0,4,3,7,4,6,4,226.41873621940613
FCFS,2216,17100.0,65,1078.0,4,3,7,5,6,3,347.00687766075134
FCFS,2217,17300.0,65,1170.0,4,1,7,5,6,4,353.5800881385803
FCFS,2218,25000.0,65,1318.0,4,2,8,8,6,5,47.950661420822144
FCFS,2219,19800.0,65,1204.0,4,2,7,6,6,4,87.16280508041382
FCFS,2220,20800.0,65,1211.0,4,3,7,6,6,4,86.44252252578735
FCFS,2221,18600.0,65,1037.0,3,3,6,6,5,3,149.81098175048828
FCFS,2222,17600.0,65,1235.0,4,2,7,6,6,3,252.49084663391113
FCFS,2223,20800.0,65,1225.0,4,3,7,6,6,4,115.61728024482727
FCFS,2224,18900.0,65,1089.0,4,4,7,7,6,2,270.9767208099365
FCFS,2225,19300.0,65,1292.0,4,3,8,5,6,4,363.8836886882782
FCFS,2226,22500.0,65,1127.0,4,4,7,5,6,5,59.70043349266052
FCFS,2227,23000.0,65,1202.0,4,3,7,6,6,5,104.53285193443298
FCFS,2228,22500.0,65,1133.0,4,4,7,5,6,5,40.25574231147766
FCFS,2229,17800.0,65,1207.0,4,3,7,4,6,4,224.51844000816345
FCFS,2230,17100.0,65,1078.0,4,3,7,5,6,3,344.83052468299866
FCFS,2231,17300.0,65,1170.0,4,1,7,5,6,4,351.1035397052765
FCFS,2232,25000.0,65,1318.0,4,2,8,8,6,5,47.82409405708313
FCFS,2233,19800.0,65,1204.0,4,2,7,6,6,4,87.26985812187195
FCFS,2234,20800.0,65,1211.0,4,3,7,6,6,4,88.64786267280579
FCFS,2235,18600.0,65,1037.0,3,3,6,6,5,3,147.55367469787598
FCFS,2236,17600.0,65,1235.0,4,2,7,6,6,3,252.12573742866516
FCFS,2237,20800.0,65,1225.0,4,3,7,6,6,4,115.63037276268005
FCFS,2238,18900.0,65,1089.0,4,4,7,7,6,2,271.2787742614746
FCFS,2239,19300.0,65,1292.0,4,3,8,5,6,4,364.10967111587524
FCFS,2240,22500.0,65,1127.0,4,4,7,5,6,5,59.600927114486694
FCFS,2241,23000.0,65,1202.0,4,3,7,6,6,5,104.57928347587585
FCFS,2242,22500.0,65,1133.0,4,4,7,5,6,5,40.277313470840454
FCFS,2243,17800.0,65,1207.0,4,3,7,4,6,4,224.3858904838562
FCFS,2244,17100.0,65,1078.0,4,3,7,5,6,3,344.5576114654541
FCFS,2245,17300.0,65,1170.0,4,1,7,5,6,4,351.51751351356506
FCFS,2246,25000.0,65,1318.0,4,2,8,8,6,5,47.95681977272034
FCFS,2247,19800.0,65,1204.0,4,2,7,6,6,4,87.18159413337708
FCFS,2248,20800.0,65,1211.0,4,3,7,6,6,4,86.78595280647278
FCFS,2249,18600.0,65,1037.0,3,3,6,6,5,3,147.55049920082092
FCFS,2250,17600.0,65,1235.0,4,2,7,6,6,3,252.47234845161438
FCFS,2251,20800.0,65,1225.0,4,3,7,6,6,4,117.92238187789917
FCFS,2252,18900.0,65,1089.0,4,4,7,7,6,2,271.6252830028534
FCFS,2253,19300.0,65,1292.0,4,3,8,5,6,4,364.54049825668335
FCFS,2254,22500.0,65,1127.0,4,4,7,5,6,5,59.4648962020874
FCFS,2255,23000.0,65,1202.0,4,3,7,6,6,5,104.54306626319885
FCFS,2256,22500.0,65,1133.0,4,4,7,5,6,5,40.252724409103394
FCFS,2257,17800.0,65,1207.0,4,3,7,4,6,4,224.2891867160797
FCFS,2258,17100.0,65,1078.0,4,3,7,5,6,3,344.81627559661865
FCFS,2259,17300.0,65,1170.0,4,1,7,5,6,4,353.3787844181061
FCFS,2260,25000.0,65,1318.0,4,2,8,8,6,5,47.65094065666199
FCFS,2261,19800.0,65,1204.0,4,2,7,6,6,4,87.08298063278198
FCFS,2262,20800.0,65,1211.0,4,3,7,6,6,4,88.92684078216553
FCFS,2263,18600.0,65,1037.0,3,3,6,6,5,3,147.5009160041809
FCFS,2264,17600.0,65,1235.0,4,2,7,6,6,3,251.93286299705505
FCFS,2265,20800.0,65,1225.0,4,3,7,6,6,4,115.78086018562317
FCFS,2266,18900.0,65,1089.0,4,4,7,7,6,2,271.30734181404114
FCFS,2267,19300.0,65,1292.0,4,3,8,5,6,4,367.0569031238556
FCFS,2268,22500.0,65,1127.0,4,4,7,5,6,5,59.74527287483215
FCFS,2269,23000.0,65,1202.0,4,3,7,6,6,5,104.51846742630005
FCFS,2270,22500.0,65,1133.0,4,4,7,5,6,5,40.371739625930786
FCFS,2271,17800.0,65,1207.0,4,3,7,4,6,4,226.76523756980896
FCFS,2272,17100.0,65,1078.0,4,3,7,5,6,3,347.34860944747925
FCFS,2273,17300.0,65,1170.0,4,1,7,5,6,4,353.6237907409668
FCFS,2274,25000.0,65,1318.0,4,2,8,8,6,5,47.89324879646301
FCFS,2275,19800.0,65,1204.0,4,2,7,6,6,4,87.29330635070801
FCFS,2276,20800.0,65,1211.0,4,3,7,6,6,4,88.85680413246155
FCFS,2277,18600.0,65,1037.0,3,3,6,6,5,3,147.38386058807373
FCFS,2278,17600.0,65,1235.0,4,2,7,6,6,3,252.18187832832336
FCFS,2279,20800.0,65,1225.0,4,3,7,6,6,4,115.67754769325256
FCFS,2280,18900.0,65,1089.0,4,4,7,7,6,2,271.6143033504486
FCFS,2281,19300.0,65,1292.0,4,3,8,5,6,4,367.06317257881165
FCFS,2282,22500.0,65,1127.0,4,4,7,5,6,5,59.48309564590454
FCFS,2283,23000.0,65,1202.0,4,3,7,6,6,5,104.43836116790771
FCFS,2284,22500.0,65,1133.0,4,4,7,5,6,5,42.45280838012695
FCFS,2285,17800.0,65,1207.0,4,3,7,4,6,4,226.59821581840515
FCFS,2286,17100.0,65,1078.0,4,3,7,5,6,3,347.21134400367737
FCFS,2287,17300.0,65,1170.0,4,1,7,5,6,4,353.54747343063354
FCFS,2288,25000.0,65,1318.0,4,2,8,8,6,5,47.7935516834259
FCFS,2289,19800.0,65,1204.0,4,2,7,6,6,4,87.13762426376343
FCFS,2290,20800.0,65,1211.0,4,3,7,6,6,4,86.56856489181519
FCFS,2291,18600.0,65,1037.0,3,3,6,6,5,3,149.68738555908203
FCFS,2292,17600.0,65,1235.0,4,2,7,6,6,3,252.21888208389282
FCFS,2293,20800.0,65,1225.0,4,3,7,6,6,4,115.56320691108704
FCFS,2294,18900.0,65,1089.0,4,4,7,7,6,2,271.35043454170227
FCFS,2295,19300.0,65,1292.0,4,3,8,5,6,4,364.4842882156372
FCFS,2296,22500.0,65,1127.0,4,4,7,5,6,5,59.66264605522156
FCFS,2297,23000.0,65,1202.0,4,3,7,6,6,5,104.39112114906311
FCFS,2298,22500.0,65,1133.0,4,4,7,5,6,5,40.28877830505371
FCFS,2299,17800.0,65,1207.0,4,3,7,4,6,4,224.82867980003357
FCFS,2300,17100.0,65,1078.0,4,3,7,5,6,3,344.4919707775116
FCFS,2301,17300.0,65,1170.0,4,1,7,5,6,4,350.8286578655243
FCFS,2302,25000.0,65,1318.0,4,2,8,8,6,5,47.98861002922058
FCFS,2303,19800.0,65,1204.0,4,2,7,6,6,4,87.23493814468384
FCFS,2304,20800.0,65,1211.0,4,3,7,6,6,4,88.31190943717957
FCFS,2305,18600.0,65,1037.0,3,3,6,6,5,3,147.58298015594482
FCFS,2306,17600.0,65,1235.0,4,2,7,6,6,3,252.0581910610199
FCFS,2307,20800.0,65,1225.0,4,3,7,6,6,4,115.75163412094116
FCFS,2308,18900.0,65,1089.0,4,4,7,7,6,2,271.63984298706055
FCFS,2309,19300.0,65,1292.0,4,3,8,5,6,4,364.55917048454285
FCFS,2310,22500.0,65,1127.0,4,4,7,5,6,5,59.384504318237305
FCFS,2311,23000.0,65,1202.0,4,3,7,6,6,5,104.76687216758728
FCFS,2312,22500.0,65,1133.0,4,4,7,5,6,5,40.46281933784485
FCFS,2313,17800.0,65,1207.0,4,3,7,4,6,4,225.0978147983551
FCFS,2314,17100.0,65,1078.0,4,3,7,5,6,3,345.1284804344177
FCFS,2315,17300.0,65,1170.0,4,1,7,5,6,4,350.9843337535858
FCFS,2316,25000.0,65,1318.0,4,2,8,8,6,5,47.622331380844116
FCFS,2317,19800.0,65,1204.0,4,2,7,6,6,4,87.18706941604614
FCFS,2318,20800.0,65,1211.0,4,3,7,6,6,4,86.84117388725281
FCFS,2319,18600.0,65,1037.0,3,3,6,6,5,3,147.2513632774353
FCFS,2320,17600.0,65,1235.0,4,2,7,6,6,3,252.27715277671814
FCFS,2321,20800.0,65,1225.0,4,3,7,6,6,4,118.13077664375305
FCFS,2322,18900.0,65,1089.0,4,4,7,7,6,2,271.4561719894409
FCFS,2323,19300.0,65,1292.0,4,3,8,5,6,4,364.2703673839569
FCFS,2324,22500.0,65,1127.0,4,4,7,5,6,5,59.96657037734985
FCFS,2325,23000.0,65,1202.0,4,3,7,6,6,5,104.73121905326843
FCFS,2326,22500.0,65,1133.0,4,4,7,5,6,5,40.5800940990448
FCFS,2327,17800.0,65,1207.0,4,3,7,4,6,4,224.37199640274048
FCFS,2328,17100.0,65,1078.0,4,3,7,5,6,3,345.37448811531067
FCFS,2329,17300.0,65,1170.0,4,1,7,5,6,4,353.5604784488678
FCFS,2330,25000.0,65,1318.0,4,2,8,8,6,5,47.722249031066895
FCFS,2331,19800.0,65,1204.0,4,2,7,6,6,4,87.27328395843506
FCFS,2332,20800.0,65,1211.0,4,3,7,6,6,4,88.7758264541626
FCFS,2333,18600.0,65,1037.0,3,3,6,6,5,3,147.3977234363556
FCFS,2334,17600.0,65,1235.0,4,2,7,6,6,3,251.88766479492188
FCFS,2335,20800.0,65,1225.0,4,3,7,6,6,4,116.11000800132751
FCFS,2336,18900.0,65,1089.0,4,4,7,7,6,2,271.2075264453888
FCFS,2337,19300.0,65,1292.0,4,3,8,5,6,4,367.0315408706665
FCFS,2338,22500.0,65,1127.0,4,4,7,5,6,5,59.50987648963928
FCFS,2339,23000.0,65,1202.0,4,3,7,6,6,5,105.03928327560425
FCFS,2340,22500.0,65,1133.0,4,4,7,5,6,5,40.24228358268738
FCFS,2341,17800.0,65,1207.0,4,3,7,4,6,4,227.30992770195007
FCFS,2342,17100.0,65,1078.0,4,3,7,5,6,3,347.25857377052307
FCFS,2343,17300.0,65,1170.0,4,1,7,5,6,4,353.70168590545654
FCFS,2344,25000.0,65,1318.0,4,2,8,8,6,5,47.69790005683899
FCFS,2345,19800.0,65,1204.0,4,2,7,6,6,4,87.46550440788269
FCFS,2346,20800.0,65,1211.0,4,3,7,6,6,4,88.74520492553711
FCFS,2347,18600.0,65,1037.0,3,3,6,6,5,3,147.7889063358307
FCFS,2348,17600.0,65,1235.0,4,2,7,6,6,3,252.30345273017883
FCFS,2349,20800.0,65,1225.0,4,3,7,6,6,4,115.95782351493835
FCFS,2350,18900.0,65,1089.0,4,4,7,7,6,2,271.7249746322632
FCFS,2351,19300.0,65,1292.0,4,3,8,5,6,4,367.0099108219147
FCFS,2352,22500.0,65,1127.0,4,4,7,5,6,5,59.83908414840698
FCFS,2353,23000.0,65,1202.0,4,3,7,6,6,5,104.56164574623108
FCFS,2354,22500.0,65,1133.0,4,4,7,5,6,5,42.67136263847351
FCFS,2355,17800.0,65,1207.0,4,3,7,4,6,4,227.08766412734985
FCFS,2356,17100.0,65,1078.0,4,3,7,5,6,3,347.23837447166443
FCFS,2357,17300.0,65,1170.0,4,1,7,5,6,4,353.36892652511597
FCFS,2358,25000.0,65,1318.0,4,2,8,8,6,5,47.588987588882446
FCFS,2359,19800.0,65,1204.0,4,2,7,6,6,4,87.34243822097778
FCFS,2360,20800.0,65,1211.0,4,3,7,6,6,4,86.51687121391296
FCFS,2361,18600.0,65,1037.0,3,3,6,6,5,3,149.78466415405273
FCFS,2362,17600.0,65,1235.0,4,2,7,6,6,3,252.22295904159546
FCFS,2363,20800.0,65,1225.0,4,3,7,6,6,4,115.98526740074158
FCFS,2364,18900.0,65,1089.0,4,4,7,7,6,2,271.66119503974915
FCFS,2365,19300.0,65,1292.0,4,3,8,5,6,4,364.5562467575073
FCFS,2366,22500.0,65,1127.0,4,4,7,5,6,5,59.51582932472229
FCFS,2367,23000.0,65,1202.0,4,3,7,6,6,5,104.73439288139343
FCFS,2368,22500.0,65,1133.0,4,4,7,5,6,5,40.848363161087036
FCFS,2369,17800.0,65,1207.0,4,3,7,4,6,4,224.46895051002502
FCFS,2370,17100.0,65,1078.0,4,3,7,5,6,3,345.48981070518494
FCFS,2371,17300.0,65,1170.0,4,1,7,5,6,4,351.74744272232056
FCFS,2372,25000.0,65,1318.0,4,2,8,8,6,5,47.6995415687561
FCFS,2373,19800.0,65,1204.0,4,2,7,6,6,4,87.60288858413696
FCFS,2374,20800.0,65,1211.0,4,3,7,6,6,4,88.71666669845581
FCFS,2375,18600.0,65,1037.0,3,3,6,6,5,3,147.52069115638733
FCFS,2376,17600.0,65,1235.0,4,2,7,6,6,3,252.0087821483612
FCFS,2377,20800.0,65,1225.0,4,3,7,6,6,4,115.61526727676392
FCFS,2378,18900.0,65,1089.0,4,4,7,7,6,2,271.96654987335205
FCFS,2379,19300.0,65,1292.0,4,3,8,5,6,4,364.5566711425781
FCFS,2380,22500.0,65,1127.0,4,4,7,5,6,5,59.562864542007446
FCFS,2381,23000.0,65,1202.0,4,3,7,6,6,5,104.91117763519287
FCFS,2382,22500.0,65,1133.0,4,4,7,5,6,5,40.32318830490112
FCFS,2383,17800.0,65,1207.0,4,3,7,4,6,4,225.0269260406494
FCFS,2384,17100.0,65,1078.0,4,3,7,5,6,3,345.06294298171997
FCFS,2385,17300.0,65,1170.0,4,1,7,5,6,4,351.3085308074951
FCFS,2386,25000.0,65,1318.0,4,2,8,8,6,5,47.819690465927124
FCFS,2387,19800.0,65,1204.0,4,2,7,6,6,4,87.25131511688232
FCFS,2388,20800.0,65,1211.0,4,3,7,6,6,4,86.60050368309021
FCFS,2389,18600.0,65,1037.0,3,3,6,6,5,3,147.50031661987305
FCFS,2390,17600.0,65,1235.0,4,2,7,6,6,3,252.24227452278137
FCFS,2391,20800.0,65,1225.0,4,3,7,6,6,4,117.96716570854187
FCFS,2392,18900.0,65,1089.0,4,4,7,7,6,2,271.57741713523865
FCFS,2393,19300.0,65,1292.0,4,3,8,5,6,4,364.9895293712616
FCFS,2394,22500.0,65,1127.0,4,4,7,5,6,5,59.83067560195923
FCFS,2395,23000.0,65,1202.0,4,3,7,6,6,5,104.7613697052002
FCFS,2396,22500.0,65,1133.0,4,4,7,5,6,5,40.52913427352905
